plate,raw,col,time,OD
2,A,1,0,0.141
2,A,1,20,0.136
2,A,1,60,0.266
2,A,1,120,0.434
2,A,1,180,0.566
2,A,1,240,0.71
2,A,1,360,0.907
2,A,1,1440,1.532
2,A,1,1800,1.634
2,A,2,0,0.14
2,A,2,20,0.083
2,A,2,60,0.086
2,A,2,120,0.083
2,A,2,180,0.081
2,A,2,240,0.085
2,A,2,360,0.087
2,A,2,1440,0.083
2,A,2,1800,0.087
2,A,3,0,0.133
2,A,3,20,0.17
2,A,3,60,0.344
2,A,3,120,0.553
2,A,3,180,0.716
2,A,3,240,0.845
2,A,3,360,1.069
2,A,3,1440,1.716
2,A,3,1800,1.809
2,A,4,0,0.134
2,A,4,20,0.082
2,A,4,60,0.081
2,A,4,120,0.084
2,A,4,180,0.082
2,A,4,240,0.078
2,A,4,360,0.087
2,A,4,1440,0.09
2,A,4,1800,0.083
2,A,5,0,0.107
2,A,5,20,0.164
2,A,5,60,0.339
2,A,5,120,0.572
2,A,5,180,0.696
2,A,5,240,0.807
2,A,5,360,1.116
2,A,5,1440,1.708
2,A,5,1800,1.761
2,A,6,0,0.102
2,A,6,20,0.084
2,A,6,60,0.082
2,A,6,120,0.084
2,A,6,180,0.084
2,A,6,240,0.082
2,A,6,360,0.085
2,A,6,1440,0.079
2,A,6,1800,0.082
2,A,7,0,0.14
2,A,7,20,0.182
2,A,7,60,0.334
2,A,7,120,0.518
2,A,7,180,0.665
2,A,7,240,0.762
2,A,7,360,0.991
2,A,7,1440,1.528
2,A,7,1800,1.72
2,A,8,0,0.134
2,A,8,20,0.084
2,A,8,60,0.088
2,A,8,120,0.083
2,A,8,180,0.085
2,A,8,240,0.084
2,A,8,360,0.087
2,A,8,1440,0.085
2,A,8,1800,0.09
2,A,9,0,0.126
2,A,9,20,0.149
2,A,9,60,0.29
2,A,9,120,0.473
2,A,9,180,0.65
2,A,9,240,0.739
2,A,9,360,1.031
2,A,9,1440,1.569
2,A,9,1800,1.715
2,A,10,0,0.126
2,A,10,20,0.08
2,A,10,60,0.085
2,A,10,120,0.076
2,A,10,180,0.083
2,A,10,240,0.079
2,A,10,360,0.085
2,A,10,1440,0.084
2,A,10,1800,0.083
2,A,11,0,0.146
2,A,11,20,0.185
2,A,11,60,0.359
2,A,11,120,0.544
2,A,11,180,0.727
2,A,11,240,0.807
2,A,11,360,1.04
2,A,11,1440,1.638
2,A,11,1800,1.745
2,A,12,0,0.126
2,A,12,20,0.085
2,A,12,60,0.083
2,A,12,120,0.078
2,A,12,180,0.082
2,A,12,240,0.077
2,A,12,360,0.077
2,A,12,1440,0.084
2,A,12,1800,0.089
2,B,1,0,0.139
2,B,1,20,0.182
2,B,1,60,0.348
2,B,1,120,0.527
2,B,1,180,0.635
2,B,1,240,0.786
2,B,1,360,1.034
2,B,1,1440,1.617
2,B,1,1800,1.742
2,B,2,0,0.127
2,B,2,20,0.098
2,B,2,60,0.087
2,B,2,120,0.079
2,B,2,180,0.082
2,B,2,240,0.085
2,B,2,360,0.088
2,B,2,1440,0.087
2,B,2,1800,0.089
2,B,3,0,0.135
2,B,3,20,0.166
2,B,3,60,0.352
2,B,3,120,0.584
2,B,3,180,0.777
2,B,3,240,0.933
2,B,3,360,1.145
2,B,3,1440,1.615
2,B,3,1800,1.73
2,B,4,0,0.121
2,B,4,20,0.079
2,B,4,60,0.082
2,B,4,120,0.084
2,B,4,180,0.082
2,B,4,240,0.08
2,B,4,360,0.086
2,B,4,1440,0.083
2,B,4,1800,0.087
2,B,5,0,0.141
2,B,5,20,0.178
2,B,5,60,0.344
2,B,5,120,0.577
2,B,5,180,0.695
2,B,5,240,0.778
2,B,5,360,1.081
2,B,5,1440,1.567
2,B,5,1800,1.589
2,B,6,0,0.132
2,B,6,20,0.081
2,B,6,60,0.084
2,B,6,120,0.082
2,B,6,180,0.083
2,B,6,240,0.078
2,B,6,360,0.086
2,B,6,1440,0.077
2,B,6,1800,0.084
2,B,7,0,0.138
2,B,7,20,0.172
2,B,7,60,0.339
2,B,7,120,0.53
2,B,7,180,0.725
2,B,7,240,0.792
2,B,7,360,1.137
2,B,7,1440,1.524
2,B,7,1800,1.685
2,B,8,0,0.131
2,B,8,20,0.084
2,B,8,60,0.085
2,B,8,120,0.081
2,B,8,180,0.085
2,B,8,240,0.083
2,B,8,360,0.088
2,B,8,1440,0.083
2,B,8,1800,0.086
2,B,9,0,0.129
2,B,9,20,0.173
2,B,9,60,0.334
2,B,9,120,0.523
2,B,9,180,0.659
2,B,9,240,0.824
2,B,9,360,1.109
2,B,9,1440,1.723
2,B,9,1800,1.7
2,B,10,0,0.119
2,B,10,20,0.08
2,B,10,60,0.084
2,B,10,120,0.078
2,B,10,180,0.083
2,B,10,240,0.081
2,B,10,360,0.082
2,B,10,1440,0.09
2,B,10,1800,0.085
2,B,11,0,0.129
2,B,11,20,0.154
2,B,11,60,0.313
2,B,11,120,0.502
2,B,11,180,0.677
2,B,11,240,0.798
2,B,11,360,1.07
2,B,11,1440,1.695
2,B,11,1800,1.88
2,B,12,0,0.111
2,B,12,20,0.08
2,B,12,60,0.08
2,B,12,120,0.075
2,B,12,180,0.077
2,B,12,240,0.071
2,B,12,360,0.076
2,B,12,1440,0.079
2,B,12,1800,0.084
2,C,1,0,0.147
2,C,1,20,0.158
2,C,1,60,0.32
2,C,1,120,0.529
2,C,1,180,0.696
2,C,1,240,0.821
2,C,1,360,1.041
2,C,1,1440,1.698
2,C,1,1800,1.739
2,C,2,0,0.128
2,C,2,20,0.084
2,C,2,60,0.085
2,C,2,120,0.087
2,C,2,180,0.08
2,C,2,240,0.086
2,C,2,360,0.092
2,C,2,1440,0.091
2,C,2,1800,0.092
2,C,3,0,0.161
2,C,3,20,0.16
2,C,3,60,0.344
2,C,3,120,0.477
2,C,3,180,0.681
2,C,3,240,0.793
2,C,3,360,1.011
2,C,3,1440,1.52
2,C,3,1800,1.657
2,C,4,0,0.152
2,C,4,20,0.086
2,C,4,60,0.086
2,C,4,120,0.078
2,C,4,180,0.083
2,C,4,240,0.081
2,C,4,360,0.096
2,C,4,1440,0.084
2,C,4,1800,0.088
2,C,5,0,0.141
2,C,5,20,0.169
2,C,5,60,0.306
2,C,5,120,0.492
2,C,5,180,0.654
2,C,5,240,0.765
2,C,5,360,0.977
2,C,5,1440,1.43
2,C,5,1800,1.573
2,C,6,0,0.125
2,C,6,20,0.084
2,C,6,60,0.086
2,C,6,120,0.085
2,C,6,180,0.086
2,C,6,240,0.085
2,C,6,360,0.087
2,C,6,1440,0.086
2,C,6,1800,0.087
2,C,7,0,0.201
2,C,7,20,0.213
2,C,7,60,0.414
2,C,7,120,0.598
2,C,7,180,0.797
2,C,7,240,0.8
2,C,7,360,1.04
2,C,7,1440,1.323
2,C,7,1800,1.451
2,C,8,0,0.169
2,C,8,20,0.095
2,C,8,60,0.087
2,C,8,120,0.082
2,C,8,180,0.082
2,C,8,240,0.086
2,C,8,360,0.089
2,C,8,1440,0.101
2,C,8,1800,0.109
2,C,9,0,0.145
2,C,9,20,0.168
2,C,9,60,0.313
2,C,9,120,0.498
2,C,9,180,0.659
2,C,9,240,0.764
2,C,9,360,1.093
2,C,9,1440,1.54
2,C,9,1800,1.629
2,C,10,0,0.116
2,C,10,20,0.081
2,C,10,60,0.083
2,C,10,120,0.077
2,C,10,180,0.084
2,C,10,240,0.081
2,C,10,360,0.081
2,C,10,1440,0.083
2,C,10,1800,0.087
2,C,11,0,0.144
2,C,11,20,0.169
2,C,11,60,0.335
2,C,11,120,0.521
2,C,11,180,0.757
2,C,11,240,0.835
2,C,11,360,1.07
2,C,11,1440,1.742
2,C,11,1800,1.845
2,C,12,0,0.12
2,C,12,20,0.089
2,C,12,60,0.083
2,C,12,120,0.074
2,C,12,180,0.076
2,C,12,240,0.074
2,C,12,360,0.077
2,C,12,1440,0.08
2,C,12,1800,0.081
2,D,1,0,0.15
2,D,1,20,0.174
2,D,1,60,0.341
2,D,1,120,0.537
2,D,1,180,0.702
2,D,1,240,0.855
2,D,1,360,1.087
2,D,1,1440,1.714
2,D,1,1800,1.791
2,D,2,0,0.129
2,D,2,20,0.083
2,D,2,60,0.085
2,D,2,120,0.087
2,D,2,180,0.086
2,D,2,240,0.089
2,D,2,360,0.095
2,D,2,1440,0.087
2,D,2,1800,0.097
2,D,3,0,0.134
2,D,3,20,0.302
2,D,3,60,0.496
2,D,3,120,0.729
2,D,3,180,0.954
2,D,3,240,1.068
2,D,3,360,1.243
2,D,3,1440,1.777
2,D,3,1800,1.905
2,D,4,0,0.124
2,D,4,20,0.085
2,D,4,60,0.086
2,D,4,120,0.082
2,D,4,180,0.086
2,D,4,240,0.083
2,D,4,360,0.091
2,D,4,1440,0.084
2,D,4,1800,0.083
2,D,5,0,0.127
2,D,5,20,0.165
2,D,5,60,0.332
2,D,5,120,0.533
2,D,5,180,0.677
2,D,5,240,0.815
2,D,5,360,1.072
2,D,5,1440,1.597
2,D,5,1800,1.745
2,D,6,0,0.131
2,D,6,20,0.084
2,D,6,60,0.089
2,D,6,120,0.084
2,D,6,180,0.086
2,D,6,240,0.084
2,D,6,360,0.089
2,D,6,1440,0.083
2,D,6,1800,0.092
2,D,7,0,0.167
2,D,7,20,0.165
2,D,7,60,0.338
2,D,7,120,0.547
2,D,7,180,0.75
2,D,7,240,0.881
2,D,7,360,1.085
2,D,7,1440,1.734
2,D,7,1800,1.797
2,D,8,0,0.125
2,D,8,20,0.083
2,D,8,60,0.083
2,D,8,120,0.081
2,D,8,180,0.082
2,D,8,240,0.079
2,D,8,360,0.083
2,D,8,1440,0.082
2,D,8,1800,0.088
2,D,9,0,0.134
2,D,9,20,0.195
2,D,9,60,0.38
2,D,9,120,0.6
2,D,9,180,0.838
2,D,9,240,0.893
2,D,9,360,1.117
2,D,9,1440,1.74
2,D,9,1800,1.712
2,D,10,0,0.124
2,D,10,20,0.085
2,D,10,60,0.082
2,D,10,120,0.077
2,D,10,180,0.082
2,D,10,240,0.077
2,D,10,360,0.08
2,D,10,1440,0.086
2,D,10,1800,0.09
2,D,11,0,0.118
2,D,11,20,0.228
2,D,11,60,0.521
2,D,11,120,0.829
2,D,11,180,1.061
2,D,11,240,1.236
2,D,11,360,1.497
2,D,11,1440,1.642
2,D,11,1800,1.737
2,D,12,0,0.082
2,D,12,20,0.089
2,D,12,60,0.084
2,D,12,120,0.083
2,D,12,180,0.085
2,D,12,240,0.08
2,D,12,360,0.088
2,D,12,1440,0.095
2,D,12,1800,0.108
2,E,1,0,0.145
2,E,1,20,0.161
2,E,1,60,0.332
2,E,1,120,0.525
2,E,1,180,0.618
2,E,1,240,0.841
2,E,1,360,1.093
2,E,1,1440,1.744
2,E,1,1800,1.816
2,E,2,0,0.117
2,E,2,20,0.082
2,E,2,60,0.085
2,E,2,120,0.082
2,E,2,180,0.078
2,E,2,240,0.085
2,E,2,360,0.087
2,E,2,1440,0.086
2,E,2,1800,0.088
2,E,3,0,0.15
2,E,3,20,0.176
2,E,3,60,0.351
2,E,3,120,0.512
2,E,3,180,0.723
2,E,3,240,0.819
2,E,3,360,1.04
2,E,3,1440,1.666
2,E,3,1800,1.754
2,E,4,0,0.153
2,E,4,20,0.085
2,E,4,60,0.09
2,E,4,120,0.085
2,E,4,180,0.089
2,E,4,240,0.086
2,E,4,360,0.092
2,E,4,1440,0.082
2,E,4,1800,0.093
2,E,5,0,0.17
2,E,5,20,0.183
2,E,5,60,0.346
2,E,5,120,0.569
2,E,5,180,0.693
2,E,5,240,0.841
2,E,5,360,1.085
2,E,5,1440,1.572
2,E,5,1800,1.627
2,E,6,0,0.139
2,E,6,20,0.082
2,E,6,60,0.085
2,E,6,120,0.084
2,E,6,180,0.083
2,E,6,240,0.08
2,E,6,360,0.087
2,E,6,1440,0.082
2,E,6,1800,0.086
2,E,7,0,0.141
2,E,7,20,0.166
2,E,7,60,0.349
2,E,7,120,0.563
2,E,7,180,0.754
2,E,7,240,0.902
2,E,7,360,1.126
2,E,7,1440,1.671
2,E,7,1800,1.757
2,E,8,0,0.161
2,E,8,20,0.086
2,E,8,60,0.087
2,E,8,120,0.081
2,E,8,180,0.082
2,E,8,240,0.079
2,E,8,360,0.087
2,E,8,1440,0.085
2,E,8,1800,0.091
2,E,9,0,0.159
2,E,9,20,0.161
2,E,9,60,0.347
2,E,9,120,0.507
2,E,9,180,0.702
2,E,9,240,0.893
2,E,9,360,1.178
2,E,9,1440,1.753
2,E,9,1800,1.871
2,E,10,0,0.105
2,E,10,20,0.081
2,E,10,60,0.086
2,E,10,120,0.078
2,E,10,180,0.079
2,E,10,240,0.083
2,E,10,360,0.079
2,E,10,1440,0.085
2,E,10,1800,0.089
2,E,11,0,0.117
2,E,11,20,0.156
2,E,11,60,0.293
2,E,11,120,0.476
2,E,11,180,0.639
2,E,11,240,0.773
2,E,11,360,1.013
2,E,11,1440,1.562
2,E,11,1800,1.656
2,E,12,0,0.109
2,E,12,20,0.082
2,E,12,60,0.084
2,E,12,120,0.074
2,E,12,180,0.077
2,E,12,240,0.079
2,E,12,360,0.076
2,E,12,1440,0.087
2,E,12,1800,0.085
2,F,1,0,0.15
2,F,1,20,0.145
2,F,1,60,0.292
2,F,1,120,0.481
2,F,1,180,0.634
2,F,1,240,0.8
2,F,1,360,1.065
2,F,1,1440,1.682
2,F,1,1800,1.788
2,F,2,0,0.157
2,F,2,20,0.086
2,F,2,60,0.087
2,F,2,120,0.084
2,F,2,180,0.082
2,F,2,240,0.084
2,F,2,360,0.09
2,F,2,1440,0.09
2,F,2,1800,0.094
2,F,3,0,0.129
2,F,3,20,0.171
2,F,3,60,0.364
2,F,3,120,0.536
2,F,3,180,0.703
2,F,3,240,0.811
2,F,3,360,1.016
2,F,3,1440,1.691
2,F,3,1800,1.677
2,F,4,0,0.114
2,F,4,20,0.087
2,F,4,60,0.085
2,F,4,120,0.084
2,F,4,180,0.082
2,F,4,240,0.084
2,F,4,360,0.086
2,F,4,1440,0.086
2,F,4,1800,0.085
2,F,5,0,0.19
2,F,5,20,0.186
2,F,5,60,0.34
2,F,5,120,0.541
2,F,5,180,0.656
2,F,5,240,0.802
2,F,5,360,1.067
2,F,5,1440,1.607
2,F,5,1800,1.757
2,F,6,0,0.132
2,F,6,20,0.085
2,F,6,60,0.086
2,F,6,120,0.085
2,F,6,180,0.081
2,F,6,240,0.082
2,F,6,360,0.092
2,F,6,1440,0.082
2,F,6,1800,0.087
2,F,7,0,0.154
2,F,7,20,0.168
2,F,7,60,0.334
2,F,7,120,0.518
2,F,7,180,0.684
2,F,7,240,0.851
2,F,7,360,1.087
2,F,7,1440,1.715
2,F,7,1800,1.833
2,F,8,0,0.127
2,F,8,20,0.087
2,F,8,60,0.09
2,F,8,120,0.091
2,F,8,180,0.086
2,F,8,240,0.096
2,F,8,360,0.1
2,F,8,1440,0.093
2,F,8,1800,0.098
2,F,9,0,0.134
2,F,9,20,0.175
2,F,9,60,0.338
2,F,9,120,0.527
2,F,9,180,0.611
2,F,9,240,0.861
2,F,9,360,1.13
2,F,9,1440,1.607
2,F,9,1800,1.716
2,F,10,0,0.106
2,F,10,20,0.087
2,F,10,60,0.089
2,F,10,120,0.077
2,F,10,180,0.08
2,F,10,240,0.083
2,F,10,360,0.084
2,F,10,1440,0.086
2,F,10,1800,0.091
2,F,11,0,0.13
2,F,11,20,0.183
2,F,11,60,0.313
2,F,11,120,0.492
2,F,11,180,0.701
2,F,11,240,0.906
2,F,11,360,1.151
2,F,11,1440,1.602
2,F,11,1800,1.692
2,F,12,0,0.104
2,F,12,20,0.088
2,F,12,60,0.085
2,F,12,120,0.081
2,F,12,180,0.079
2,F,12,240,0.081
2,F,12,360,0.089
2,F,12,1440,0.094
2,F,12,1800,0.099
2,G,1,0,0.14
2,G,1,20,0.184
2,G,1,60,0.357
2,G,1,120,0.581
2,G,1,180,0.724
2,G,1,240,0.879
2,G,1,360,1.115
2,G,1,1440,1.712
2,G,1,1800,1.832
2,G,2,0,0.105
2,G,2,20,0.08
2,G,2,60,0.082
2,G,2,120,0.079
2,G,2,180,0.077
2,G,2,240,0.079
2,G,2,360,0.082
2,G,2,1440,0.084
2,G,2,1800,0.085
2,G,3,0,0.147
2,G,3,20,0.194
2,G,3,60,0.375
2,G,3,120,0.54
2,G,3,180,0.708
2,G,3,240,0.844
2,G,3,360,1.049
2,G,3,1440,1.66
2,G,3,1800,1.808
2,G,4,0,0.13
2,G,4,20,0.088
2,G,4,60,0.085
2,G,4,120,0.081
2,G,4,180,0.086
2,G,4,240,0.083
2,G,4,360,0.088
2,G,4,1440,0.087
2,G,4,1800,0.087
2,G,5,0,0.148
2,G,5,20,0.168
2,G,5,60,0.337
2,G,5,120,0.547
2,G,5,180,0.617
2,G,5,240,0.76
2,G,5,360,1.002
2,G,5,1440,1.549
2,G,5,1800,1.71
2,G,6,0,0.13
2,G,6,20,0.146
2,G,6,60,0.085
2,G,6,120,0.079
2,G,6,180,0.079
2,G,6,240,0.079
2,G,6,360,0.088
2,G,6,1440,0.083
2,G,6,1800,0.093
2,G,7,0,0.184
2,G,7,20,0.183
2,G,7,60,0.35
2,G,7,120,0.511
2,G,7,180,0.669
2,G,7,240,0.815
2,G,7,360,1.018
2,G,7,1440,1.674
2,G,7,1800,1.865
2,G,8,0,0.119
2,G,8,20,0.085
2,G,8,60,0.086
2,G,8,120,0.083
2,G,8,180,0.082
2,G,8,240,0.083
2,G,8,360,0.095
2,G,8,1440,0.083
2,G,8,1800,0.096
2,G,9,0,0.137
2,G,9,20,0.169
2,G,9,60,0.313
2,G,9,120,0.485
2,G,9,180,0.62
2,G,9,240,0.764
2,G,9,360,0.995
2,G,9,1440,1.615
2,G,9,1800,1.686
2,G,10,0,0.116
2,G,10,20,0.084
2,G,10,60,0.085
2,G,10,120,0.081
2,G,10,180,0.082
2,G,10,240,0.08
2,G,10,360,0.083
2,G,10,1440,0.08
2,G,10,1800,0.086
2,G,11,0,0.144
2,G,11,20,0.388
2,G,11,60,0.303
2,G,11,120,0.472
2,G,11,180,0.595
2,G,11,240,0.741
2,G,11,360,1.029
2,G,11,1440,1.579
2,G,11,1800,1.61
2,G,12,0,0.109
2,G,12,20,0.082
2,G,12,60,0.086
2,G,12,120,0.082
2,G,12,180,0.08
2,G,12,240,0.081
2,G,12,360,0.086
2,G,12,1440,0.09
2,G,12,1800,0.085
2,H,1,0,0.175
2,H,1,20,0.138
2,H,1,60,0.267
2,H,1,120,0.433
2,H,1,180,0.543
2,H,1,240,0.585
2,H,1,360,0.881
2,H,1,1440,1.562
2,H,1,1800,1.629
2,H,2,0,0.157
2,H,2,20,0.08
2,H,2,60,0.091
2,H,2,120,0.078
2,H,2,180,0.078
2,H,2,240,0.081
2,H,2,360,0.084
2,H,2,1440,0.086
2,H,2,1800,0.091
2,H,3,0,0.13
2,H,3,20,0.167
2,H,3,60,0.344
2,H,3,120,0.508
2,H,3,180,0.693
2,H,3,240,0.828
2,H,3,360,1.055
2,H,3,1440,1.754
2,H,3,1800,1.915
2,H,4,0,0.122
2,H,4,20,0.082
2,H,4,60,0.084
2,H,4,120,0.079
2,H,4,180,0.083
2,H,4,240,0.083
2,H,4,360,0.092
2,H,4,1440,0.08
2,H,4,1800,0.087
2,H,5,0,0.142
2,H,5,20,0.196
2,H,5,60,0.384
2,H,5,120,0.622
2,H,5,180,0.702
2,H,5,240,0.875
2,H,5,360,1.198
2,H,5,1440,1.81
2,H,5,1800,2.014
2,H,6,0,0.14
2,H,6,20,0.085
2,H,6,60,0.086
2,H,6,120,0.082
2,H,6,180,0.08
2,H,6,240,0.081
2,H,6,360,0.09
2,H,6,1440,0.087
2,H,6,1800,0.087
2,H,7,0,0.111
2,H,7,20,0.145
2,H,7,60,0.293
2,H,7,120,0.457
2,H,7,180,0.632
2,H,7,240,0.776
2,H,7,360,1.052
2,H,7,1440,1.647
2,H,7,1800,1.86
2,H,8,0,0.125
2,H,8,20,0.078
2,H,8,60,0.082
2,H,8,120,0.081
2,H,8,180,0.077
2,H,8,240,0.078
2,H,8,360,0.084
2,H,8,1440,0.083
2,H,8,1800,0.09
2,H,9,0,0.124
2,H,9,20,0.161
2,H,9,60,0.305
2,H,9,120,0.473
2,H,9,180,0.639
2,H,9,240,0.785
2,H,9,360,1.108
2,H,9,1440,1.661
2,H,9,1800,1.716
2,H,10,0,0.118
2,H,10,20,0.082
2,H,10,60,0.085
2,H,10,120,0.076
2,H,10,180,0.079
2,H,10,240,0.079
2,H,10,360,0.078
2,H,10,1440,0.082
2,H,10,1800,0.093
2,H,11,0,0.126
2,H,11,20,0.156
2,H,11,60,0.289
2,H,11,120,0.48
2,H,11,180,0.661
2,H,11,240,0.817
2,H,11,360,1.098
2,H,11,1440,1.992
2,H,11,1800,2.064
2,H,12,0,0.108
2,H,12,20,0.086
2,H,12,60,0.082
2,H,12,120,0.075
2,H,12,180,0.08
2,H,12,240,0.077
2,H,12,360,0.077
2,H,12,1440,0.081
2,H,12,1800,0.085
